,,,,,,,,,,,ORDEN,SERVICIO,,,
,,,,,,,,,,,5,,4,3,2
ORIGEN,LINEA,DESTINO,TIPO/NEGOCIACION,DIAS LIBRES,VIGENCIA DESDE ,VIGENCIA HASTA,AGENTE,CONTRATO,TT,MONEDA,20 GP,,40 GP,40 HC,40 NOR
COCHIN,OCEAN NETWORK EXPRESS PTE. LTD.,GUAYAQUIL,DIRECTA,15,01/01/2026,14/01/2026,                                                                                                    ,GYE00176,83-84,DOLAR,"$ 1,500.00",,"$ 1,700.00","$ 1,700.00",
COCHIN,Wan Hai Lines Ltd.,GUAYAQUIL,DIRECTA,18,01/01/2026,15/01/2026,                                                                                                    ,ECUIO01 14662811,59-60,DOLAR,"$ 1,510.00",,"$ 1,910.00","$ 1,910.00",
COLOMBO,COSCO SHIPPING LINES CO. LTD.,GUAYAQUIL,DIRECTA,16,01/01/2026,07/01/2026,                                                                                                    ,00074058,56-58,DOLAR,"$ 1,800.00",,"$ 1,900.00","$ 1,900.00",
COLOMBO,COSCO SHIPPING LINES CO. LTD.,GUAYAQUIL,DIRECTA,16,05/01/2026,14/01/2026,                                                                                                    ,00074058,56-58,DOLAR,"$ 1,800.00",,"$ 1,800.00","$ 1,800.00",
COLOMBO,COSCO SHIPPING LINES CO. LTD.,POSORJA,DIRECTA,16,01/01/2026,07/01/2026,                                                                                                    ,00074058,69-73,DOLAR,"$ 1,800.00",,"$ 1,900.00","$ 1,900.00",
COLOMBO,COSCO SHIPPING LINES CO. LTD.,POSORJA,DIRECTA,16,05/01/2026,14/01/2026,                                                                                                    ,00074058,69-73,DOLAR,"$ 1,800.00",,"$ 1,800.00","$ 1,800.00",
COLOMBO,OCEAN NETWORK EXPRESS PTE. LTD.,GUAYAQUIL,DIRECTA,15,01/01/2026,14/01/2026,                                                                                                    ,GYE00176,75-77,DOLAR,"$ 1,800.00",,"$ 1,900.00","$ 1,900.00",
COLOMBO,Wan Hai Lines Ltd.,GUAYAQUIL,DIRECTA,18,01/01/2026,15/01/2026,                                                                                                    ,ECUIO01 14662824,66-67,DOLAR,"$ 1,510.00",,"$ 1,910.00","$ 1,910.00",
COLOMBO,ZIM INTEGRATED SHIPPING SERVICES,GUAYAQUIL,AGENTE PROPIO,21,05/01/2026,08/01/2026,RS LOGISTICS LIMITED                                                                                ,RSLOG,55-55,DOLAR,"$ 1,240.00",,"$ 1,440.00","$ 1,440.00",
COLOMBO,ZIM INTEGRATED SHIPPING SERVICES,GUAYAQUIL,AGENTE PROPIO,21,15/01/2026,18/01/2026,RS LOGISTICS LIMITED                                                                                ,RSLOG,55-55,DOLAR,"$ 1,065.00",,"$ 1,215.00","$ 1,215.00",
COLON FREE ZONE,COSCO SHIPPING LINES CO. LTD.,GUAYAQUIL,DIRECTA,16,01/01/2026,31/01/2026,                                                                                                    ,00074058,3-4,DOLAR,"$ 1,316.00",,"$ 1,451.00","$ 1,451.00",
COLON FREE ZONE,COSCO SHIPPING LINES CO. LTD.,GUAYAQUIL,DIRECTA,10,01/01/2026,31/03/2026,                                                                                                    ,00074058,3-4,DOLAR,,,,,"$ 1,211.00"
COLON FREE ZONE,Hapag Lloyd,POSORJA,DIRECTA,14,01/01/2026,16/01/2026,                                                                                                    ,W251200505765-FAK,5-6,DOLAR,"$ 1,409.50",,,,
COLON FREE ZONE,Hapag Lloyd,POSORJA,DIRECTA,14,01/01/2026,31/03/2026,                                                                                                    ,8070485-Q2512LIM00199 / HSCODE 85-87,5-6,DOLAR,"$ 1,302.50",,,,
COLON FREE ZONE,KING OCEAN SERVICES LTD,GUAYAQUIL,DIRECTA,21,01/01/2026,31/01/2026,                                                                                                    ,KO  NO APLICA CONTRATO,3-4,DOLAR,"$ 1,449.50",,"$ 1,774.50","$ 1,774.50",
COLON FREE ZONE,KING OCEAN SERVICES LTD,GUAYAQUIL,DIRECTA,21,01/01/2026,31/01/2026,                                                                                                    ,KO  NO APLICA CONTRATO,3-4,DOLAR,,,,,"$ 1,909.50"
COLON FREE ZONE,OCEAN NETWORK EXPRESS PTE. LTD.,GUAYAQUIL,DIRECTA,14,01/01/2026,31/03/2026,                                                                                                    ,NAC CHASE GYE00058,3-4,DOLAR,,,,,"$ 1,222.50"
COLON FREE ZONE,OCEAN NETWORK EXPRESS PTE. LTD.,GUAYAQUIL,DIRECTA,14,01/01/2026,31/03/2026,                                                                                                    ,NAC CHASE GYE00058,3-5,DOLAR,,,,,"$ 1,322.50"
COLON FREE ZONE,OCEAN NETWORK EXPRESS PTE. LTD.,GUAYAQUIL,DIRECTA,15,01/01/2026,31/03/2026,                                                                                                    ,NAC CHASE GYE00058,3-4,DOLAR,"$ 1,122.50",,"$ 1,222.50","$ 1,222.50",
COLON FREE ZONE,OCEAN NETWORK EXPRESS PTE. LTD.,GUAYAQUIL,DIRECTA,15,01/01/2026,31/03/2026,                                                                                                    ,NAC CHASE GYE00058,3-5,DOLAR,"$ 1,222.50",,"$ 1,322.50","$ 1,322.50",
COLON FREE ZONE,SEABOARD MARINE,GUAYAQUIL,DIRECTA,10,18/01/2026,24/01/2026,                                                                                                    ,0000-01-0000-4572 0000-01-0000-4573,3-3,DOLAR,"$ 2,594.50",,"$ 3,794.50","$ 3,794.50",
COLON FREE ZONE,SEABOARD MARINE,GUAYAQUIL,DIRECTA,10,25/01/2026,31/01/2026,                                                                                                    ,0000-01-0000-4572 0000-01-0000-4573,3-3,DOLAR,"$ 2,598.50",,"$ 3,798.50","$ 3,798.50",
CONSTANTA,COSCO SHIPPING LINES CO. LTD.,POSORJA,DIRECTA,15,01/01/2026,31/03/2026,                                                                                                    ,00074058,33-38,DOLAR,"$ 2,153.00",,"$ 2,800.00","$ 2,800.00",
CORDOBA,MEDITERRANEAN SHIPPING COMPANY,GUAYAQUIL,AGENTE PROPIO,14,01/01/2026,31/01/2026,TRANSMEC DE BORTOLI GROUP ESPAÑA                                                                    ,TRANSMEC,35-38,EUROS,"€ 1,785.00",,"€ 2,825.00","€ 2,825.00",
CORINTO,COSCO SHIPPING LINES CO. LTD.,GUAYAQUIL,DIRECTA,10,01/01/2026,31/01/2026,                                                                                                    ,00074058,18-23,DOLAR,$ 345.00,,$ 580.00,$ 580.00,
CORINTO,OCEAN NETWORK EXPRESS PTE. LTD.,GUAYAQUIL,DIRECTA,15,01/01/2026,31/03/2026,                                                                                                    ,GYE00058,32-33,DOLAR,$ 900.00,,"$ 1,150.00","$ 1,150.00",
CORONEL,OCEAN NETWORK EXPRESS PTE. LTD.,GUAYAQUIL,DIRECTA,15,01/01/2026,31/03/2026,                                                                                                    ,GYE00058,33-35,DOLAR,$ 900.00,,"$ 1,050.00","$ 1,050.00",
DA CHAN BAY,ZIM INTEGRATED SHIPPING SERVICES,GUAYAQUIL,AGENTE PROPIO,21,05/01/2026,07/01/2026,AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ,7110442322,29-33,DOLAR,"$ 1,015.00",,"$ 1,140.00","$ 1,140.00",
DA CHAN BAY,ZIM INTEGRATED SHIPPING SERVICES,GUAYAQUIL,AGENTE PROPIO,21,05/01/2026,07/01/2026,AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ,7110442322,29-33,DOLAR,"$ 1,065.00",,"$ 1,165.00","$ 1,165.00",
DA CHAN BAY,ZIM INTEGRATED SHIPPING SERVICES,GUAYAQUIL,AGENTE PROPIO,21,08/01/2026,09/01/2026,AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ,7110442322,29-33,DOLAR,"$ 1,015.00",,"$ 1,115.00","$ 1,115.00",
DA CHAN BAY,ZIM INTEGRATED SHIPPING SERVICES,GUAYAQUIL,AGENTE PROPIO,21,08/01/2026,09/01/2026,AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ,7110442322,29-33,DOLAR,"$ 1,015.00",,"$ 1,115.00","$ 1,115.00",
DA CHAN BAY,ZIM INTEGRATED SHIPPING SERVICES,GUAYAQUIL,AGENTE PROPIO,21,10/01/2026,14/01/2026,AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ,7110442322,29-33,DOLAR,$ 965.00,,"$ 1,015.00","$ 1,015.00",
DA CHAN BAY,ZIM INTEGRATED SHIPPING SERVICES,GUAYAQUIL,AGENTE PROPIO,21,10/01/2026,14/01/2026,AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ,7110442322,29-33,DOLAR,$ 965.00,,"$ 1,015.00","$ 1,015.00",
DA CHAN BAY,ZIM INTEGRATED SHIPPING SERVICES,GUAYAQUIL,AGENTE PROPIO,21,09/01/2026,18/01/2026,"WORLD FAMILY LOGISTICS CO.,LIMITED                                                                  ",WORLD FAMILY,30-39,DOLAR,$ 850.00,,$ 900.00,$ 900.00,
DA CHAN BAY,ZIM INTEGRATED SHIPPING SERVICES,GUAYAQUIL,AGENTE PROPIO,21,14/01/2026,21/01/2026,"HYDE (GUANGZHOU) INTERNATIONAL LOGISTICS GROUP CO.,LTD                                              ",HYDE,35-40,DOLAR,$ 900.00,,"$ 1,000.00","$ 1,000.00",
DAFENG,EVERGREEN LINE,GUAYAQUIL,AGENTE PROPIO,21,06/01/2026,09/01/2026,AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ,G260086,30-33,DOLAR,"$ 1,500.00",,"$ 1,700.00","$ 1,700.00",
DAFENG,EVERGREEN LINE,GUAYAQUIL,AGENTE PROPIO,21,10/01/2026,14/01/2026,AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ,G260086,30-33,DOLAR,"$ 1,200.00",,"$ 1,400.00","$ 1,400.00",
DAFENG,OCEAN NETWORK EXPRESS PTE. LTD.,GUAYAQUIL,AGENTE PROPIO,15,24/12/2025,07/01/2026,AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ,HKGN03275A,47-48,DOLAR,"$ 1,340.00",,"$ 1,515.00","$ 1,515.00",
DAFENG,OCEAN NETWORK EXPRESS PTE. LTD.,GUAYAQUIL,AGENTE PROPIO,15,08/01/2026,14/01/2026,AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ,HKGN03275A,47-48,DOLAR,"$ 1,140.00",,"$ 1,315.00","$ 1,315.00",
DAFENG,ZIM INTEGRATED SHIPPING SERVICES,GUAYAQUIL,AGENTE PROPIO,21,05/01/2026,07/01/2026,AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ,7110442322,29-33,DOLAR,"$ 1,215.00",,"$ 1,490.00","$ 1,490.00",
DAFENG,ZIM INTEGRATED SHIPPING SERVICES,GUAYAQUIL,AGENTE PROPIO,21,05/01/2026,07/01/2026,AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ,7110442322,29-33,DOLAR,"$ 1,240.00",,"$ 1,490.00","$ 1,490.00",
DAFENG,ZIM INTEGRATED SHIPPING SERVICES,GUAYAQUIL,AGENTE PROPIO,21,08/01/2026,09/01/2026,AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ,7110442322,29-33,DOLAR,"$ 1,215.00",,"$ 1,465.00","$ 1,465.00",
DAFENG,ZIM INTEGRATED SHIPPING SERVICES,GUAYAQUIL,AGENTE PROPIO,21,08/01/2026,09/01/2026,AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ,7110442322,29-33,DOLAR,"$ 1,215.00",,"$ 1,465.00","$ 1,465.00",
DAFENG,ZIM INTEGRATED SHIPPING SERVICES,GUAYAQUIL,AGENTE PROPIO,21,10/01/2026,14/01/2026,AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ,7110442322,29-33,DOLAR,"$ 1,165.00",,"$ 1,365.00","$ 1,365.00",
DAFENG,ZIM INTEGRATED SHIPPING SERVICES,GUAYAQUIL,AGENTE PROPIO,21,10/01/2026,14/01/2026,AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ,7110442322,29-33,DOLAR,"$ 1,165.00",,"$ 1,365.00","$ 1,365.00",
DALIAN,CMA-CGM,POSORJA,AGENTE PROPIO,14,09/01/2026,18/01/2026,"WORLD FAMILY LOGISTICS CO.,LIMITED                                                                  ",WORLD FAMILY,30-39,DOLAR,,,,,$ 600.00
DALIAN,CMA-CGM,POSORJA,AGENTE PROPIO,21,07/01/2026,18/01/2026,REACH LOGISTICS CO LTD                                                                              ,STAR TRANS,35-55,DOLAR,$ 894.00,,$ 944.00,$ 944.00,
DALIAN,CMA-CGM,POSORJA,AGENTE PROPIO,21,09/01/2026,18/01/2026,"WORLD FAMILY LOGISTICS CO.,LIMITED                                                                  ",WORLD FAMILY,30-39,DOLAR,$ 750.00,,$ 850.00,$ 850.00,
DALIAN,COSCO SHIPPING LINES CO. LTD.,GUAYAQUIL,AGENTE PROPIO,21,07/01/2026,08/01/2026,AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ,LAT26027,39-42,DOLAR,$ 900.00,,"$ 1,000.00","$ 1,000.00",
DALIAN,COSCO SHIPPING LINES CO. LTD.,GUAYAQUIL,AGENTE PROPIO,21,09/01/2026,18/01/2026,AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ,LAT26027,39-42,DOLAR,$ 850.00,,$ 900.00,$ 900.00,
DALIAN,COSCO SHIPPING LINES CO. LTD.,GUAYAQUIL,DIRECTA,10,07/01/2026,14/01/2026,                                                                                                    ,00074058,44-50,DOLAR,,,,,$ 910.00
DALIAN,COSCO SHIPPING LINES CO. LTD.,GUAYAQUIL,AGENTE PROPIO,14,09/01/2026,18/01/2026,"WORLD FAMILY LOGISTICS CO.,LIMITED                                                                  ",WORLD FAMILY,30-39,DOLAR,,,,,$ 700.00
DALIAN,COSCO SHIPPING LINES CO. LTD.,GUAYAQUIL,AGENTE PROPIO,14,12/01/2026,18/01/2026,"Logicity Co.,Ltd.                                                                                   ",LOGICITY,35-55,DOLAR,,,,,$ 800.00
DALIAN,COSCO SHIPPING LINES CO. LTD.,GUAYAQUIL,AGENTE PROPIO,15,01/01/2026,07/01/2026,"SHANGHAI TRUST INTERNATIONAL LOGISTICS CO.,LTD.                                                     ",TRUST,30-39,DOLAR,,,,,$ 800.00
DALIAN,COSCO SHIPPING LINES CO. LTD.,GUAYAQUIL,AGENTE PROPIO,15,07/01/2026,18/01/2026,REACH LOGISTICS CO LTD                                                                              ,STAR TRANS,35-55,DOLAR,,,,,$ 650.00
DALIAN,COSCO SHIPPING LINES CO. LTD.,GUAYAQUIL,AGENTE PROPIO,15,09/01/2026,18/01/2026,"GRAND OCEAN SHIPPING CO.,LTD                                                                        ",GRAN OCEAN - FAK,35-55,DOLAR,,,,,$ 900.00
DALIAN,COSCO SHIPPING LINES CO. LTD.,GUAYAQUIL,AGENTE PROPIO,15,15/01/2026,21/01/2026,"SHANGHAI TRUST INTERNATIONAL LOGISTICS CO.,LTD.                                                     ",TRUST,30-39,DOLAR,,,,,$ 650.00
DALIAN,COSCO SHIPPING LINES CO. LTD.,GUAYAQUIL,AGENTE PROPIO,17,01/01/2026,07/01/2026,"SHANGHAI TRUST INTERNATIONAL LOGISTICS CO.,LTD.                                                     ",TRUST,30-39,DOLAR,"$ 1,100.00",,"$ 1,200.00","$ 1,200.00",
DALIAN,COSCO SHIPPING LINES CO. LTD.,GUAYAQUIL,AGENTE PROPIO,17,07/01/2026,18/01/2026,REACH LOGISTICS CO LTD                                                                              ,STAR TRANS,35-55,DOLAR,$ 800.00,,$ 850.00,$ 850.00,
DALIAN,COSCO SHIPPING LINES CO. LTD.,GUAYAQUIL,AGENTE PROPIO,17,09/01/2026,18/01/2026,"GRAND OCEAN SHIPPING CO.,LTD                                                                        ",GRAN OCEAN - FAK,35-55,DOLAR,$ 850.00,,$ 900.00,$ 900.00,
DALIAN,COSCO SHIPPING LINES CO. LTD.,GUAYAQUIL,AGENTE PROPIO,17,12/01/2026,18/01/2026,"Logicity Co.,Ltd.                                                                                   ",LOGICITY,35-55,DOLAR,$ 800.00,,$ 850.00,$ 850.00,
DALIAN,COSCO SHIPPING LINES CO. LTD.,GUAYAQUIL,AGENTE PROPIO,17,15/01/2026,21/01/2026,"SHANGHAI TRUST INTERNATIONAL LOGISTICS CO.,LTD.                                                     ",TRUST,30-39,DOLAR,$ 750.00,,$ 750.00,$ 750.00,
DALIAN,COSCO SHIPPING LINES CO. LTD.,GUAYAQUIL,AGENTE PROPIO,21,09/01/2026,18/01/2026,"WORLD FAMILY LOGISTICS CO.,LIMITED                                                                  ",WORLD FAMILY,30-39,DOLAR,$ 750.00,,$ 800.00,$ 800.00,
DALIAN,COSCO SHIPPING LINES CO. LTD.,POSORJA,AGENTE PROPIO,21,07/01/2026,08/01/2026,AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ,LAT26027,50-55,DOLAR,$ 900.00,,"$ 1,000.00","$ 1,000.00",
DALIAN,COSCO SHIPPING LINES CO. LTD.,POSORJA,AGENTE PROPIO,21,09/01/2026,18/01/2026,AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ,LAT26027,50-55,DOLAR,$ 850.00,,$ 900.00,$ 900.00,
DALIAN,COSCO SHIPPING LINES CO. LTD.,POSORJA,AGENTE PROPIO,15,07/01/2026,18/01/2026,REACH LOGISTICS CO LTD                                                                              ,STAR TRANS,35-55,DOLAR,,,,,$ 650.00
DALIAN,COSCO SHIPPING LINES CO. LTD.,POSORJA,AGENTE PROPIO,15,09/01/2026,18/01/2026,"GRAND OCEAN SHIPPING CO.,LTD                                                                        ",GRAN OCEAN - FAK,35-55,DOLAR,,,,,$ 900.00
DALIAN,COSCO SHIPPING LINES CO. LTD.,POSORJA,AGENTE PROPIO,17,07/01/2026,18/01/2026,REACH LOGISTICS CO LTD                                                                              ,STAR TRANS,35-55,DOLAR,$ 800.00,,$ 850.00,$ 850.00,
DALIAN,COSCO SHIPPING LINES CO. LTD.,POSORJA,AGENTE PROPIO,17,09/01/2026,18/01/2026,"GRAND OCEAN SHIPPING CO.,LTD                                                                        ",GRAN OCEAN - FAK,35-55,DOLAR,$ 850.00,,$ 900.00,$ 900.00,
DALIAN,EVERGREEN LINE,GUAYAQUIL,AGENTE PROPIO,21,06/01/2026,09/01/2026,AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ,G260086,43-45,DOLAR,"$ 1,400.00",,"$ 1,600.00","$ 1,600.00",
DALIAN,EVERGREEN LINE,GUAYAQUIL,AGENTE PROPIO,21,06/01/2026,09/01/2026,AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ,G260086,43-45,DOLAR,"$ 1,400.00",,"$ 1,600.00","$ 1,600.00",
DALIAN,EVERGREEN LINE,GUAYAQUIL,AGENTE PROPIO,21,10/01/2026,14/01/2026,AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ,G260086,43-45,DOLAR,"$ 1,100.00",,"$ 1,300.00","$ 1,300.00",
DALIAN,EVERGREEN LINE,GUAYAQUIL,AGENTE PROPIO,21,10/01/2026,17/01/2026,AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ,G260086,43-45,DOLAR,"$ 1,100.00",,"$ 1,300.00","$ 1,300.00",
DALIAN,Maersk A/S trading as Sealand Americas.,POSORJA,AGENTE PROPIO,14,06/01/2026,12/01/2026,ZHEJIANG Q&R SUPPLY CHAIN MANAGEMENT CO LTD                                                         ,QTRANS,30-32,DOLAR,,,,,"$ 1,000.00"
DALIAN,Maersk A/S trading as Sealand Americas.,POSORJA,AGENTE PROPIO,14,13/01/2026,19/01/2026,AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ,2653381,35-42,DOLAR,,,,,$ 929.00
DALIAN,Maersk A/S trading as Sealand Americas.,POSORJA,AGENTE PROPIO,21,22/12/2025,11/01/2026,ZHEJIANG Q&R SUPPLY CHAIN MANAGEMENT CO LTD                                                         ,QTRANS,30-32,DOLAR,$ 929.00,,"$ 1,129.00","$ 1,129.00",
DALIAN,Maersk A/S trading as Sealand Americas.,POSORJA,AGENTE PROPIO,21,05/01/2026,11/01/2026,AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ,298430991,35-42,DOLAR,"$ 1,100.00",,"$ 1,300.00","$ 1,300.00",
DALIAN,Maersk A/S trading as Sealand Americas.,POSORJA,AGENTE PROPIO,21,12/01/2026,18/01/2026,AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ,298430991,35-42,DOLAR,$ 950.00,,"$ 1,000.00","$ 1,000.00",
DALIAN,Maersk A/S trading as Sealand Americas.,POSORJA,AGENTE PROPIO,21,12/01/2026,18/01/2026,ZHEJIANG Q&R SUPPLY CHAIN MANAGEMENT CO LTD                                                         ,QTRANS,30-32,DOLAR,$ 929.00,,"$ 1,129.00","$ 1,129.00",
DALIAN,Maersk A/S trading as Sealand Americas.,POSORJA,AGENTE PROPIO,12,09/01/2026,18/01/2026,"WORLD FAMILY LOGISTICS CO.,LIMITED                                                                  ",WORLD FAMILY,30-39,DOLAR,,,,,$ 950.00
DALIAN,Maersk A/S trading as Sealand Americas.,POSORJA,AGENTE PROPIO,14,05/01/2026,11/01/2026,"APS EXPRESS CO., LTD                                                                                ",APS,39-45,DOLAR,,,,,$ 900.00
DALIAN,Maersk A/S trading as Sealand Americas.,POSORJA,AGENTE PROPIO,21,05/01/2026,11/01/2026,"APS EXPRESS CO., LTD                                                                                ",APS,39-45,DOLAR,"$ 1,000.00",,"$ 1,200.00","$ 1,200.00",
DALIAN,Maersk A/S trading as Sealand Americas.,POSORJA,AGENTE PROPIO,21,09/01/2026,18/01/2026,"WORLD FAMILY LOGISTICS CO.,LIMITED                                                                  ",WORLD FAMILY,30-39,DOLAR,$ 850.00,,$ 900.00,$ 900.00,
DALIAN,MEDITERRANEAN SHIPPING COMPANY,GUAYAQUIL,AGENTE PROPIO,14,01/01/2026,07/01/2026,"Logicity Co.,Ltd.                                                                                   ",LOGICITY,32-34,DOLAR,,,,,"$ 1,000.00"
DALIAN,MEDITERRANEAN SHIPPING COMPANY,GUAYAQUIL,AGENTE PROPIO,14,07/01/2026,18/01/2026,REACH LOGISTICS CO LTD                                                                              ,STAR TRANS,32-34,DOLAR,,,,,$ 850.00
DALIAN,MEDITERRANEAN SHIPPING COMPANY,GUAYAQUIL,AGENTE PROPIO,14,09/01/2026,18/01/2026,"GRAND OCEAN SHIPPING CO.,LTD                                                                        ",GRAN OCEAN,35-55,DOLAR,,,,,"$ 1,050.00"
DALIAN,MEDITERRANEAN SHIPPING COMPANY,GUAYAQUIL,AGENTE PROPIO,14,12/01/2026,18/01/2026,"Logicity Co.,Ltd.                                                                                   ",LOGICITY,32-34,DOLAR,,,,,$ 850.00
DALIAN,MEDITERRANEAN SHIPPING COMPANY,GUAYAQUIL,AGENTE PROPIO,21,24/12/2025,07/01/2026,"GRAND OCEAN SHIPPING CO.,LTD                                                                        ",GRAN OCEAN,35-55,DOLAR,"$ 1,100.00",,"$ 1,200.00","$ 1,200.00",
DALIAN,MEDITERRANEAN SHIPPING COMPANY,GUAYAQUIL,AGENTE PROPIO,21,01/01/2026,07/01/2026,"Logicity Co.,Ltd.                                                                                   ",LOGICITY,32-34,DOLAR,"$ 1,100.00",,"$ 1,250.00","$ 1,250.00",
DALIAN,MEDITERRANEAN SHIPPING COMPANY,GUAYAQUIL,AGENTE PROPIO,21,01/01/2026,07/01/2026,"SHANGHAI TRUST INTERNATIONAL LOGISTICS CO.,LTD.                                                     ",TRUST,30-39,DOLAR,"$ 1,100.00",,"$ 1,250.00","$ 1,250.00",
DALIAN,MEDITERRANEAN SHIPPING COMPANY,GUAYAQUIL,AGENTE PROPIO,21,07/01/2026,18/01/2026,REACH LOGISTICS CO LTD                                                                              ,STAR TRANS,32-34,DOLAR,$ 850.00,,$ 900.00,$ 900.00,
DALIAN,MEDITERRANEAN SHIPPING COMPANY,GUAYAQUIL,AGENTE PROPIO,21,09/01/2026,18/01/2026,"GRAND OCEAN SHIPPING CO.,LTD                                                                        ",GRAN OCEAN,35-55,DOLAR,$ 850.00,,$ 900.00,$ 900.00,
DALIAN,MEDITERRANEAN SHIPPING COMPANY,GUAYAQUIL,AGENTE PROPIO,21,12/01/2026,18/01/2026,"Logicity Co.,Ltd.                                                                                   ",LOGICITY,32-34,DOLAR,$ 800.00,,$ 850.00,$ 850.00,
DALIAN,MEDITERRANEAN SHIPPING COMPANY,GUAYAQUIL,AGENTE PROPIO,21,15/01/2026,21/01/2026,"SHANGHAI TRUST INTERNATIONAL LOGISTICS CO.,LTD.                                                     ",TRUST,30-39,DOLAR,$ 800.00,,$ 850.00,$ 850.00,
DALIAN,MEDITERRANEAN SHIPPING COMPANY,GUAYAQUIL,AGENTE PROPIO,14,27/12/2025,07/01/2026,AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ,308-1-ST,40-45,DOLAR,,,,,"$ 1,050.00"
DALIAN,MEDITERRANEAN SHIPPING COMPANY,GUAYAQUIL,AGENTE PROPIO,14,08/01/2026,18/01/2026,AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ,308-1-ST,40-45,DOLAR,,,,,$ 850.00
DALIAN,MEDITERRANEAN SHIPPING COMPANY,GUAYAQUIL,AGENTE PROPIO,21,05/01/2026,07/01/2026,AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ,308-88880-ST,40-45,DOLAR,"$ 1,000.00",,"$ 1,100.00","$ 1,100.00",
DALIAN,MEDITERRANEAN SHIPPING COMPANY,GUAYAQUIL,AGENTE PROPIO,21,05/01/2026,07/01/2026,AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ,308-88880-ST,40-45,DOLAR,"$ 1,000.00",,"$ 1,100.00","$ 1,100.00",
DALIAN,MEDITERRANEAN SHIPPING COMPANY,GUAYAQUIL,AGENTE PROPIO,21,08/01/2026,18/01/2026,AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ,308-88880-ST,40-45,DOLAR,$ 850.00,,$ 900.00,$ 900.00,
DALIAN,MEDITERRANEAN SHIPPING COMPANY,GUAYAQUIL,AGENTE PROPIO,21,08/01/2026,18/01/2026,AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ,308-88880-ST,40-45,DOLAR,$ 850.00,,$ 900.00,$ 900.00,
DALIAN,OCEAN NETWORK EXPRESS PTE. LTD.,GUAYAQUIL,AGENTE PROPIO,14,24/12/2025,07/01/2026,AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ,HKGN03275A,38-45,DOLAR,,,,,"$ 1,115.00"
DALIAN,OCEAN NETWORK EXPRESS PTE. LTD.,GUAYAQUIL,AGENTE PROPIO,14,08/01/2026,14/01/2026,AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ,HKGN03275A,38-45,DOLAR,,,,,"$ 1,015.00"
DALIAN,OCEAN NETWORK EXPRESS PTE. LTD.,GUAYAQUIL,AGENTE PROPIO,15,24/12/2025,07/01/2026,AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ,HKGN03275A,38-45,DOLAR,"$ 1,115.00",,"$ 1,215.00","$ 1,215.00",
DALIAN,OCEAN NETWORK EXPRESS PTE. LTD.,GUAYAQUIL,AGENTE PROPIO,15,08/01/2026,14/01/2026,AIR SEA WORLDWIDE (CHINA) LTD.                                                                      ,HKGN03275A,38-45,DOLAR,$ 915.00,,"$ 1,015.00","$ 1,015.00",
DALIAN,OCEAN NETWORK EXPRESS PTE. LTD.,GUAYAQUIL,DIRECTA,14,01/01/2026,07/01/2026,                                                                                                    ,GYE00176,52-55,DOLAR,,,,,$ 965.00
DALIAN,OCEAN NETWORK EXPRESS PTE. LTD.,GUAYAQUIL,DIRECTA,14,08/01/2026,14/01/2026,                                                                                                    ,GYE00176,52-55,DOLAR,,,,,$ 865.00
DALIAN,ORIENT OVERSEAS CONTAINER LINE,GUAYAQUIL,AGENTE PROPIO,14,11/01/2026,14/01/2026,ZHEJIANG Q&R SUPPLY CHAIN MANAGEMENT CO LTD                                                         ,QTRANS,30-32,DOLAR,,,,,"$ 1,015.00"
